"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"Aberdeen","Dundee",0,0,"D",0,0,"D",2.05,3.54,3.8,"0-0","0-0",12,5,18,3,0,3,1,0,3,5,14,17,0,8,31,"3-5","N","N","N",3,1,"2024-04-13-Aberdeen-Dundee","Nick Walsh",0,0,55,750,0,440,0,0,0,1,3,0,0,0,0,0,0,10,30,40,0,0,0,0,39,0,41,0,39,41,80,39,3,3,0,54
"2","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"3","SC0",2024-05-04,"Aberdeen","St Johnstone",1,0,"H",0,0,"D",1.72,3.78,5.25,"0-0","1-0",15,6,12,5,1,2,0,0,7,4,10,15,1,11,25,"7-4","N","N","N",3,0,"2024-05-04-Aberdeen-St Johnstone","Chris Graham",1,68,30,200,30,330,11,748,330,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,122,0,83,122,205,83,45,45,1,73
"4","SC0",2024-05-12,"Hibernian","Aberdeen",0,4,"A",0,2,"A",2.06,3.68,3.61,"0-2","0-4",16,4,16,4,2,1,0,0,8,3,13,5,4,11,18,"8-3","Y","Y","Y",3,0,"2024-05-12-Hibernian-Aberdeen","Grant Irvine",4,213,30,200,120,330,44,2343,1320,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,87,0,83,0,87,83,170,13,83,13,0,108
"5","SC0",2024-05-15,"Aberdeen","Livingston",5,1,"H",0,0,"D",1.55,4.37,6.11,"0-0","5-1",17,7,9,3,2,2,0,0,6,3,13,18,6,9,31,"6-3","Y","Y","Y",4,0,"2024-05-15-Aberdeen-Livingston","Alan Muir",6,435,40,400,240,360,54,3915,2160,2,0,0,0,0,2,0,0,20,0,20,0,20,20,400,77,0,133,0,77,133,210,34,57,34,1,147
"6","SC0",2024-05-19,"Ross County","Aberdeen",2,2,"D",1,1,"D",2.61,3.71,2.62,"1-1","2-2",15,6,11,4,4,1,0,1,3,7,14,10,4,10,24,"3-7","Y","Y","Y",5,1,"2024-05-19-Ross County-Aberdeen","Chris Graham",4,155,75,1400,300,750,40,1550,3000,2,0,0,0,2,1,0,1,20,0,20,20,35,55,1100,219,0,91,128,219,219,438,28,91,28,1,140
"7","SC0",2024-04-13,"Motherwell","Hibernian",1,1,"D",0,0,"D",2.75,3.54,2.59,"0-0","1-1",8,1,8,4,2,4,0,0,4,6,7,10,2,10,17,"4-6","Y","N","N",6,0,"2024-04-13-Motherwell-Hibernian","William Collum",2,159,60,800,120,600,20,1590,1200,1,1,0,0,1,3,0,0,10,10,20,10,30,40,800,101,0,174,0,101,174,275,45,15,15,1,100
"8","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"9","SC0",2024-05-04,"Motherwell","Livingston",4,1,"H",2,0,"H",1.68,3.87,5.51,"2-0","4-1",14,6,5,1,2,0,0,0,6,2,2,2,5,8,4,"6-2","Y","Y","Y",2,0,"2024-05-04-Motherwell-Livingston","David Munro",5,287,20,0,100,160,40,2296,800,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,70,0,70,1,119
"10","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
