"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-08-24,"Dundee United","St Johnstone",2,0,"H",0,0,"D",1.9,3.55,4.08,"0-0","2-0",3,2,10,1,2,2,0,1,2,6,14,11,2,8,25,"2-6","Y","N","N",4,1,"2024-08-24-Dundee United-St Johnstone",NA,2,54,54,0,54,65,900,130,520,16,432,1040,2,1,0,0,0,2,0,0,20,10,30,0,20,20,600,66,0,177,0,66,177,243,25,40,25,0,89
"2","SC0",2024-08-31,"St Johnstone","Motherwell",1,2,"A",0,1,"A",3.01,3.31,2.47,"0-1","1-2",13,5,14,6,1,0,1,0,4,13,12,11,3,17,23,"4-13","Y","Y","N",1,1,"2024-08-31-St Johnstone-Motherwell","Iain Snedden",3,169,64,11,11,35,0,105,595,51,2873,1785,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,118,0,0,0,118,0,118,51,0,51,0,116
"3","SC0",2024-09-14,"Hibernian","St Johnstone",2,0,"H",1,0,"H",1.64,3.94,5.19,"1-0","2-0",17,4,5,1,1,4,0,1,5,7,6,17,2,12,23,"5-7","Y","N","N",5,1,"2024-09-14-Hibernian-St Johnstone","Nick Walsh",2,118,46,0,46,75,650,150,900,24,1416,1800,1,0,0,0,0,4,0,1,10,0,10,0,65,65,650,13,0,231,178,13,409,422,13,47,13,0,106
"4","SC0",2024-09-21,"Ross County","St Johnstone",3,3,"D",1,1,"D",2.09,3.5,3.48,"1-1","3-3",14,6,8,3,2,4,0,0,1,3,13,15,6,4,28,"1-3","Y","Y","Y",6,0,"2024-09-21-Ross County-St Johnstone","Dan McFarlane",6,391,19,44,19,60,800,360,240,24,1564,1440,0,1,0,0,2,3,0,0,0,10,10,20,30,50,500,141,0,269,0,141,269,410,58,20,20,0,132
"5","SC0",2024-08-11,"Hibernian","Celtic",0,2,"A",0,2,"A",8.12,5.31,1.34,"0-2","0-2",4,0,19,7,2,1,0,0,3,5,11,10,2,8,21,"3-5","Y","N","N",3,0,"2024-08-11-Hibernian-Celtic",NA,2,22,0,3,3,30,200,60,240,16,176,480,2,1,0,0,0,0,0,0,20,10,30,0,0,0,0,14,0,13,0,14,13,27,6,13,6,0,69
"6","SC0",2024-08-25,"St Mirren","Celtic",0,3,"A",0,2,"A",9.66,5.89,1.27,"0-2","0-3",3,1,21,8,2,1,0,0,2,10,12,7,3,12,19,"2-10","Y","Y","N",3,0,"2024-08-25-St Mirren-Celtic",NA,3,107,0,3,3,30,200,90,360,36,1284,1080,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,78,0,73,0,78,73,151,5,73,5,0,96
"7","SC0",2024-09-01,"Celtic","Rangers",3,0,"H",2,0,"H",1.63,4.26,4.82,"2-0","3-0",14,4,13,4,4,5,0,0,7,4,12,11,3,11,23,"7-4","Y","Y","N",9,0,"2024-09-01-Celtic-Rangers","John Beaton",3,132,17,0,17,90,2000,270,990,33,1452,2970,1,3,0,0,3,2,0,0,10,30,40,30,20,50,2000,273,0,212,0,273,212,485,21,19,19,0,123
"8","SC0",2024-09-14,"Celtic","Hearts",2,0,"H",0,0,"D",1.15,8.52,13.77,"0-0","2-0",18,6,7,3,1,1,0,0,5,3,9,11,2,8,20,"5-3","Y","N","N",2,0,"2024-09-14-Celtic-Hearts","Colin Steven",2,141,89,0,89,20,100,40,160,16,1128,320,1,1,0,0,0,0,0,0,10,10,20,0,0,0,0,21,0,41,0,21,41,62,21,41,21,1,74
"9","SC0",2024-09-14,"Celtic","Hearts",2,0,"H",0,0,"D",1.15,8.52,13.77,"0-0","2-0",18,6,7,3,1,1,0,0,5,3,9,11,2,8,20,"5-3","Y","N","N",2,0,"2024-09-14-Celtic-Hearts","Colin Steven",2.875,141.75,36.125,7.625,30.25,50.625,606.25,150.625,500.625,27,1290.625,1364.375,1,0.875,0,0,1,1.5,0,0.125,10,8.75,18.75,10,18.125,28.125,493.75,90.5,0,127,22.25,90.5,149.25,239.75,25,31.625,20,0.125,100.625
