"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"Motherwell","Hibernian",1,1,"D",0,0,"D",2.75,3.54,2.59,"0-0","1-1",8,1,8,4,2,4,0,0,4,6,7,10,2,10,17,"4-6","Y","N","N",6,0,"2024-04-13-Motherwell-Hibernian","William Collum",2,159,60,800,120,600,20,1590,1200,1,1,0,0,1,3,0,0,10,10,20,10,30,40,800,101,0,174,0,101,174,275,45,15,15,1,100
"2","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"3","SC0",2024-05-04,"Motherwell","Livingston",4,1,"H",2,0,"H",1.68,3.87,5.51,"2-0","4-1",14,6,5,1,2,0,0,0,6,2,2,2,5,8,4,"6-2","Y","Y","Y",2,0,"2024-05-04-Motherwell-Livingston","David Munro",5,287,20,0,100,160,40,2296,800,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,70,0,70,1,119
"4","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
"5","SC0",2024-05-15,"Hibernian","Motherwell",3,0,"H",2,0,"H",1.9,3.86,4,"2-0","3-0",12,5,9,3,1,1,0,0,8,4,6,5,3,12,11,"8-4","Y","Y","N",2,0,"2024-05-15-Hibernian-Motherwell","Iain Snedden",3,141,20,100,60,240,36,1692,720,1,1,0,0,0,0,0,0,10,10,20,0,0,0,0,4,0,28,0,4,28,32,4,28,4,1,101
"6","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",3,190,10,0,30,100,30,1900,300,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,52,0,0,52,52,0,52,52,1,90
"7","SC0",2024-04-14,"Ross County","Rangers",3,2,"H",0,1,"A",11.46,7.06,1.23,"0-1","3-2",13,6,28,7,3,1,0,0,3,17,6,10,5,20,16,"3-17","Y","Y","Y",4,0,"2024-04-14-Ross County-Rangers","Matthew MacDermid",5,255,40,300,200,800,100,5100,4000,1,0,0,0,2,1,0,0,10,0,10,20,10,30,300,176,0,68,0,176,68,244,40,68,40,1,165
"8","SC0",2024-04-27,"Livingston","Ross County",2,0,"H",1,0,"H",2.85,3.4,2.57,"1-0","2-0",6,4,14,4,1,0,0,0,4,5,13,13,2,9,26,"4-5","Y","N","N",1,0,"2024-04-27-Livingston-Ross County","William Collum",2,65,10,0,20,90,18,585,180,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,94,0,0,0,94,0,94,94,0,94,1,72
"9","SC0",2024-05-04,"Ross County","Hibernian",2,1,"H",1,1,"D",3.64,3.77,2.02,"1-1","2-1",12,4,20,5,1,0,0,0,5,7,3,8,3,12,11,"5-7","Y","Y","N",1,0,"2024-05-04-Ross County-Hibernian","Don Robertson",3,124,10,0,30,120,36,1488,360,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,77,0,0,0,77,0,77,77,0,77,0,86
"10","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
