"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-08-24,"Hibernian","Dundee",2,2,"D",1,1,"D",2.1,3.72,3.28,"1-1","2-2",13,2,9,5,4,4,0,0,5,4,14,15,4,9,29,"5-4","Y","Y","Y",8,0,"2024-08-24-Hibernian-Dundee",NA,4,214,45,9,9,80,1600,320,720,36,1926,2880,1,2,0,0,3,2,0,0,10,20,30,30,20,50,1500,223,0,201,0,223,201,424,35,34,34,0,127
"2","SC0",2024-08-31,"Dundee","St Mirren",2,2,"D",1,2,"A",2.19,3.4,3.48,"1-2","2-2",14,5,14,6,2,4,0,0,6,1,9,16,4,7,25,"6-1","Y","Y","Y",6,0,"2024-08-31-Dundee-St Mirren","Lloyd Wilson",4,146,30,26,26,60,800,240,420,28,1022,1680,0,1,0,0,2,3,0,0,0,10,10,20,30,50,500,163,0,279,0,163,279,442,75,19,19,0,111
"3","SC0",2024-09-14,"Ross County","Dundee",2,0,"H",2,0,"H",2.77,3.59,2.42,"2-0","2-0",9,5,8,3,2,1,0,0,3,8,13,12,2,11,25,"3-8","Y","N","N",3,0,"2024-09-14-Ross County-Dundee","Grant Irvine",2,55,6,0,6,30,200,60,330,22,605,660,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,115,0,52,0,115,52,167,53,52,52,1,88
"4","SC0",2024-09-28,"Dundee","Aberdeen",1,2,"A",1,2,"A",3.01,3.62,2.27,"1-2","1-2",14,6,8,2,0,3,0,0,10,4,6,8,3,14,14,"10-4","Y","Y","N",3,0,"2024-09-28-Dundee-Aberdeen","Calum Scott",3,92,0,15,15,30,0,90,420,42,1288,1260,0,1,0,0,0,2,0,0,0,10,10,0,20,20,200,0,0,186,0,0,186,186,0,43,43,1,112
"5","SC0",2024-08-25,"Aberdeen","Kilmarnock",2,0,"H",1,0,"H",1.72,3.77,4.83,"1-0","2-0",12,3,7,2,3,0,0,1,8,6,14,12,2,14,26,"8-6","Y","N","N",3,1,"2024-08-25-Aberdeen-Kilmarnock",NA,2,88,23,0,23,55,750,110,770,28,1232,1540,0,0,0,0,3,0,0,1,0,0,0,30,25,55,0,252,0,0,108,252,108,360,67,0,67,0,102
"6","SC0",2024-09-01,"Kilmarnock","Hibernian",1,1,"D",0,0,"D",2.83,3.28,2.55,"0-0","1-1",14,3,9,4,2,3,0,0,4,7,10,17,2,11,27,"4-7","Y","N","N",5,0,"2024-09-01-Kilmarnock-Hibernian","Calum Scott",2,142,0,50,50,50,600,100,550,22,1562,1100,1,0,0,0,1,3,0,0,10,0,10,10,30,40,400,66,0,219,0,66,219,285,8,63,8,1,98
"7","SC0",2024-09-14,"St Mirren","Kilmarnock",2,2,"D",2,1,"H",2.25,3.24,3.34,"2-1","2-2",14,2,11,3,2,3,0,1,3,10,15,9,4,13,24,"3-10","Y","Y","Y",5,1,"2024-09-14-St Mirren-Kilmarnock","Matthew MacDermid",4,59,7,11,7,75,1100,300,975,52,767,3900,1,1,0,1,1,2,0,0,10,35,45,10,20,30,1350,63,0,177,100,63,277,340,16,21,16,1,149
"8","SC0",2024-09-28,"Kilmarnock","Dundee United",3,3,"D",0,1,"A",2.35,3.13,3.29,"0-1","3-3",15,3,19,8,1,2,0,0,7,3,8,12,6,10,20,"7-3","Y","Y","Y",3,0,"2024-09-28-Kilmarnock-Dundee United","Craig Napier",6,368,47,21,21,30,200,180,300,60,3680,1800,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,98,0,152,0,98,152,250,98,69,69,1,145
"9","SC0",2024-09-28,"Kilmarnock","Dundee United",3,3,"D",0,1,"A",2.35,3.13,3.29,"0-1","3-3",15,3,19,8,1,2,0,0,7,3,8,12,6,10,20,"7-3","Y","Y","Y",3,0,"2024-09-28-Kilmarnock-Dundee United","Craig Napier",3.375,145.5,19.75,16.5,19.625,51.25,656.25,175,560.625,36.25,1510.25,1852.5,0.375,0.625,0,0.125,1.625,1.875,0,0.125,3.75,9.375,13.125,16.25,21.875,38.125,493.75,122.5,0,158.25,26,122.5,184.25,306.75,44,37.625,38.5,0.625,116.5
