"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"St Johnstone","Kilmarnock",0,2,"A",0,1,"A",3.98,3.51,2.01,"0-1","0-2",11,3,17,5,0,0,0,0,2,6,8,14,2,8,22,"2-6","Y","N","N",0,0,"2024-04-13-St Johnstone-Kilmarnock","Calum Scott",2,104,0,0,0,0,16,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"2","SC0",2024-04-27,"St Johnstone","Hibernian",1,3,"A",0,2,"A",4.18,3.47,1.97,"0-2","1-3",9,3,16,8,0,1,0,0,1,7,11,8,4,8,19,"1-7","Y","Y","Y",1,0,"2024-04-27-St Johnstone-Hibernian","David Munro",4,215,10,0,40,80,32,1720,320,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,0,0,11,11,0,11,0,0,89
"3","SC0",2024-05-04,"Aberdeen","St Johnstone",1,0,"H",0,0,"D",1.72,3.78,5.25,"0-0","1-0",15,6,12,5,1,2,0,0,7,4,10,15,1,11,25,"7-4","N","N","N",3,0,"2024-05-04-Aberdeen-St Johnstone","Chris Graham",1,68,30,200,30,330,11,748,330,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,122,0,83,122,205,83,45,45,1,73
"4","SC0",2024-05-11,"Livingston","St Johnstone",2,1,"H",0,1,"A",3,3.14,2.63,"0-1","2-1",15,8,25,7,2,1,0,0,4,8,12,9,3,12,21,"4-8","Y","Y","N",3,0,"2024-05-11-Livingston-St Johnstone","John Beaton",3,175,30,200,90,360,36,2100,1080,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,175,0,45,0,175,45,220,84,45,45,0,96
"5","SC0",2024-05-15,"St Johnstone","Ross County",1,1,"D",0,1,"A",2.51,3.21,3.09,"0-1","1-1",9,3,10,5,1,4,0,0,4,4,6,11,2,8,17,"4-4","Y","N","N",5,0,"2024-05-15-St Johnstone-Ross County","Nick Walsh",2,118,50,400,100,400,16,944,800,0,2,0,0,1,2,0,0,0,20,20,10,20,30,600,82,0,260,0,82,260,342,82,40,40,0,79
"6","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",3,190,10,0,30,100,30,1900,300,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,52,0,0,52,52,0,52,0,1,90
"7","SC0",2024-04-13,"Aberdeen","Dundee",0,0,"D",0,0,"D",2.05,3.54,3.8,"0-0","0-0",12,5,18,3,0,3,1,0,3,5,14,17,0,8,31,"3-5","N","N","N",3,1,"2024-04-13-Aberdeen-Dundee","Nick Walsh",0,0,55,750,0,440,0,0,0,1,3,0,0,0,0,0,0,10,30,40,0,0,0,0,39,0,41,0,39,41,80,39,3,3,0,54
"8","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,0,0,86
"9","SC0",2024-05-04,"Aberdeen","St Johnstone",1,0,"H",0,0,"D",1.72,3.78,5.25,"0-0","1-0",15,6,12,5,1,2,0,0,7,4,10,15,1,11,25,"7-4","N","N","N",3,0,"2024-05-04-Aberdeen-St Johnstone","Chris Graham",1,68,30,200,30,330,11,748,330,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,122,0,83,122,205,83,45,45,1,73
"10","SC0",2024-05-12,"Hibernian","Aberdeen",0,4,"A",0,2,"A",2.06,3.68,3.61,"0-2","0-4",16,4,16,4,2,1,0,0,8,3,13,5,4,11,18,"8-3","Y","Y","Y",3,0,"2024-05-12-Hibernian-Aberdeen","Grant Irvine",4,213,30,200,120,330,44,2343,1320,1,0,0,0,1,1,0,0,10,0,10,10,10,20,200,87,0,83,0,87,83,170,13,83,13,0,108
"11","SC0",2024-05-15,"Aberdeen","Livingston",5,1,"H",0,0,"D",1.55,4.37,6.11,"0-0","5-1",17,7,9,3,2,2,0,0,6,3,13,18,6,9,31,"6-3","Y","Y","Y",4,0,"2024-05-15-Aberdeen-Livingston","Alan Muir",6,435,40,400,240,360,54,3915,2160,2,0,0,0,0,2,0,0,20,0,20,0,20,20,400,77,0,133,0,77,133,210,34,57,34,1,147
"12","SC0",2024-05-19,"Ross County","Aberdeen",2,2,"D",1,1,"D",2.61,3.71,2.62,"1-1","2-2",15,6,11,4,4,1,0,1,3,7,14,10,4,10,24,"3-7","Y","Y","Y",5,1,"2024-05-19-Ross County-Aberdeen","Chris Graham",4,155,75,1400,300,750,40,1550,3000,2,0,0,0,2,1,0,1,20,0,20,20,35,55,1100,219,0,91,128,219,219,438,28,91,28,1,140
"13","SC0",2024-05-19,"Ross County","Aberdeen",2,2,"D",1,1,"D",2.61,3.71,2.62,"1-1","2-2",15,6,11,4,4,1,0,1,3,7,14,10,4,10,24,"3-7","Y","Y","Y",5,1,"2024-05-19-Ross County-Aberdeen","Chris Graham",2.58333333333333,150.083333333333,32.9166666666667,333.333333333333,84.5833333333333,339.583333333333,25.5833333333333,1485,852.916666666667,0.583333333333333,0.75,0,0,0.666666666666667,0.75,0,0.166666666666667,5.83333333333333,7.5,13.3333333333333,6.66666666666667,11.6666666666667,18.3333333333333,262.5,71.5833333333333,0,80,20,71.5833333333333,100,171.583333333333,38.3333333333333,39.3333333333333,21.0833333333333,0.416666666666667,90.75
