"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"Motherwell","Hibernian",1,1,"D",0,0,"D",2.75,3.54,2.59,"0-0","1-1",8,1,8,4,2,4,0,0,4,6,7,10,2,10,17,"4-6","Y","N","N",6,0,"2024-04-13-Motherwell-Hibernian","William Collum",2,159,60,800,120,600,20,1590,1200,1,1,0,0,1,3,0,0,10,10,20,10,30,40,800,101,0,174,0,101,174,275,45,15,15,1,100
"2","SC0",2024-04-27,"Aberdeen","Motherwell",1,0,"H",0,0,"D",2.12,3.43,3.71,"0-0","1-0",23,5,8,3,1,0,0,1,10,7,9,14,1,17,23,"10-7","N","N","N",1,1,"2024-04-27-Aberdeen-Motherwell","Craig Napier",1,60,35,250,35,595,17,1020,595,1,0,0,0,0,0,0,1,10,0,10,0,25,25,250,14,0,0,112,14,112,126,14,0,14,0,86
"3","SC0",2024-05-04,"Motherwell","Livingston",4,1,"H",2,0,"H",1.68,3.87,5.51,"2-0","4-1",14,6,5,1,2,0,0,0,6,2,2,2,5,8,4,"6-2","Y","Y","Y",2,0,"2024-05-04-Motherwell-Livingston","David Munro",5,287,20,0,100,160,40,2296,800,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,155,0,0,0,155,0,155,70,0,70,1,119
"4","SC0",2024-05-11,"Ross County","Motherwell",1,5,"A",1,2,"A",2.34,3.64,3.02,"1-2","1-5",14,2,14,7,3,2,0,0,8,5,14,4,6,13,18,"8-5","Y","Y","Y",5,0,"2024-05-11-Ross County-Motherwell","Kevin Clancy",6,328,50,600,300,650,78,4264,3900,1,0,0,0,2,2,0,0,10,0,10,20,20,40,400,186,0,128,0,186,128,314,47,57,47,0,154
"5","SC0",2024-05-15,"Hibernian","Motherwell",3,0,"H",2,0,"H",1.9,3.86,4,"2-0","3-0",12,5,9,3,1,1,0,0,8,4,6,5,3,12,11,"8-4","Y","Y","N",2,0,"2024-05-15-Hibernian-Motherwell","Iain Snedden",3,141,20,100,60,240,36,1692,720,1,1,0,0,0,0,0,0,10,10,20,0,0,0,0,4,0,28,0,4,28,32,4,28,4,1,101
"6","SC0",2024-05-19,"Motherwell","St Johnstone",1,2,"A",0,2,"A",2.47,3.75,2.77,"0-2","1-2",13,5,9,4,0,1,0,0,7,3,7,9,3,10,16,"7-3","Y","Y","N",1,0,"2024-05-19-Motherwell-St Johnstone","Colin Steven",3,190,10,0,30,100,30,1900,300,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,52,0,0,52,52,0,52,52,1,90
"7","SC0",2024-04-13,"St Johnstone","Kilmarnock",0,2,"A",0,1,"A",3.98,3.51,2.01,"0-1","0-2",11,3,17,5,0,0,0,0,2,6,8,14,2,8,22,"2-6","Y","N","N",0,0,"2024-04-13-St Johnstone-Kilmarnock","Calum Scott",2,104,0,0,0,0,16,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"8","SC0",2024-04-27,"Kilmarnock","Hearts",0,0,"D",0,0,"D",2.31,3.26,3.41,"0-0","0-0",16,2,14,4,4,0,0,0,8,4,9,6,0,12,15,"8-4","N","N","N",4,0,"2024-04-27-Kilmarnock-Hearts","Ross Hardie",0,0,40,0,0,480,0,0,0,2,0,0,0,2,0,0,0,20,0,20,20,0,20,400,230,0,0,0,230,0,230,36,0,36,0,56
"9","SC0",2024-05-05,"Rangers","Kilmarnock",4,1,"H",1,1,"D",1.25,6.36,11.48,"1-1","4-1",41,15,5,2,0,2,0,1,16,1,11,9,5,17,20,"16-1","Y","Y","Y",2,1,"2024-05-05-Rangers-Kilmarnock","David Dickinson",5,303,45,0,225,765,85,5151,3825,0,1,0,1,0,2,0,0,0,35,35,0,20,20,700,0,0,128,44,0,172,172,0,9,9,1,161
"10","SC0",2024-05-11,"St Mirren","Kilmarnock",0,1,"A",0,1,"A",2.78,3.04,2.91,"0-1","0-1",10,2,15,4,0,2,0,0,8,5,10,13,1,13,23,"8-5","N","N","N",2,0,"2024-05-11-St Mirren-Kilmarnock","Euan Anderson",1,37,20,0,20,260,13,481,260,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,155,0,0,155,155,0,70,70,0,64
