"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-04-13,"Celtic","St Mirren",3,0,"H",0,0,"D",1.19,7.8,13.34,"0-0","3-0",18,9,2,0,0,2,0,0,11,1,7,12,3,12,19,"11-1","Y","Y","N",2,0,"2024-04-13-Celtic-St Mirren","Steven McLean",3,198,20,0,60,240,36,2376,720,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,62,0,0,62,62,0,25,25,0,91
"2","SC0",2024-04-28,"Dundee","Celtic",1,2,"A",0,1,"A",9.95,6.27,1.28,"0-1","1-2",11,6,13,6,0,1,0,0,8,8,10,7,3,16,17,"8-8","Y","Y","N",1,0,"2024-04-28-Dundee-Celtic","John Beaton",3,171,10,0,30,160,48,2736,480,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,96,0,0,96,96,0,96,96,0,98
"3","SC0",2024-05-04,"Celtic","Hearts",3,0,"H",2,0,"H",1.23,6.98,11.38,"2-0","3-0",17,8,5,2,0,2,0,0,17,8,13,7,3,25,20,"17-8","Y","Y","N",2,0,"2024-05-04-Celtic-Hearts","Kevin Clancy",3,112,20,0,60,500,75,2800,1500,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,70,0,0,70,70,0,18,18,1,140
"4","SC0",2024-05-11,"Celtic","Rangers",2,1,"H",2,1,"H",1.9,3.94,3.93,"2-1","2-1",22,6,8,1,3,0,0,1,10,5,14,17,3,15,31,"10-5","Y","Y","N",3,1,"2024-05-11-Celtic-Rangers","William Collum",3,130,55,750,165,825,45,1950,2475,2,0,0,1,1,0,0,0,20,25,45,10,0,10,450,159,0,0,94,159,94,253,39,0,39,1,130
"5","SC0",2024-05-15,"Kilmarnock","Celtic",0,5,"A",0,3,"A",7.93,5.38,1.38,"0-3","0-5",12,2,30,12,2,0,0,0,2,9,7,12,5,11,19,"2-9","Y","Y","Y",2,0,"2024-05-15-Kilmarnock-Celtic","Don Robertson",5,174,20,0,100,220,55,1914,1100,1,0,0,0,1,0,0,0,10,0,10,10,0,10,100,79,0,0,0,79,0,79,30,0,30,0,118
"6","SC0",2024-05-18,"Celtic","St Mirren",3,2,"H",2,2,"D",1.22,7.12,12.08,"2-2","3-2",12,4,9,3,0,0,0,0,11,3,7,9,5,14,16,"11-3","Y","Y","Y",0,0,"2024-05-18-Celtic-St Mirren","Matthew MacDermid",5,177,0,0,0,0,70,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127
"7","SC0",2024-04-13,"Hearts","Livingston",4,2,"H",4,2,"H",1.37,4.96,9.22,"4-2","4-2",13,5,8,3,1,0,0,1,5,5,9,17,6,10,26,"5-5","Y","Y","Y",1,1,"2024-04-13-Hearts-Livingston","Colin Steven",6,184,35,250,210,350,60,1840,2100,1,1,0,0,0,0,0,0,10,10,20,0,0,0,0,46,0,31,0,46,31,77,46,31,31,1,150
"8","SC0",2024-04-27,"Kilmarnock","Hearts",0,0,"D",0,0,"D",2.31,3.26,3.41,"0-0","0-0",16,2,14,4,4,0,0,0,8,4,9,6,0,12,15,"8-4","N","N","N",4,0,"2024-04-27-Kilmarnock-Hearts","Ross Hardie",0,0,40,0,0,480,0,0,0,2,0,0,0,2,0,0,0,20,0,20,20,0,20,400,230,0,0,0,230,0,230,36,0,36,0,56
"9","SC0",2024-05-04,"Celtic","Hearts",3,0,"H",2,0,"H",1.23,6.98,11.38,"2-0","3-0",17,8,5,2,0,2,0,0,17,8,13,7,3,25,20,"17-8","Y","Y","N",2,0,"2024-05-04-Celtic-Hearts","Kevin Clancy",3,112,20,0,60,500,75,2800,1500,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,70,0,0,70,70,0,18,18,1,140
"10","SC0",2024-05-11,"Hearts","Dundee",3,0,"H",1,0,"H",1.7,4.24,4.67,"1-0","3-0",16,8,15,4,0,3,0,0,2,5,8,8,3,7,16,"2-5","Y","Y","N",3,0,"2024-05-11-Hearts-Dundee","Nick Walsh",3,178,30,0,90,210,21,1246,630,0,1,0,0,0,2,0,0,0,10,10,0,20,20,200,0,0,181,0,0,181,181,0,48,48,0,81
