"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","SC0",2024-11-23,"Hearts","Celtic",1,4,"A",0,0,"D",6.89,5.13,1.39,"0-0","1-4",9,4,13,9,1,1,0,0,1,6,7,8,5,7,15,"1-6","Y","Y","Y",2,0,"2024-11-23-Hearts-Celtic","Steven McLean",5,369,82,55,55,20,100,100,140,35,2583,700,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,71,0,59,0,71,59,130,71,59,59,1,116
"2","SC0",2024-11-30,"Celtic","Ross County",5,0,"H",5,0,"H",1.09,11.43,20.44,"5-0","5-0",25,9,2,1,0,1,0,0,19,0,11,6,5,19,17,"19-0","Y","Y","Y",1,0,"2024-11-30-Celtic-Ross County","Calum Scott",5,148,10,0,10,10,0,50,190,95,2812,950,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,23,0,0,23,23,0,23,23,0,137
"3","SC0",2024-12-04,"Aberdeen","Celtic",0,1,"A",0,0,"D",7.8,5.28,1.35,"0-0","0-1",8,4,15,4,3,1,0,0,2,10,12,11,1,12,23,"2-10","N","N","N",4,0,"2024-12-04-Aberdeen-Celtic","Don Robertson",1,78,0,78,78,40,300,40,480,12,936,480,3,1,0,0,0,0,0,0,30,10,40,0,0,0,0,114,0,34,0,114,34,148,24,34,24,0,71
"4","SC0",2024-12-07,"Celtic","Hibernian",3,0,"H",1,0,"H",1.15,8.21,15.08,"1-0","3-0",21,11,14,9,1,2,0,0,14,7,8,7,3,21,15,"14-7","Y","Y","N",3,0,"2024-12-07-Celtic-Hibernian","Chris Graham",3,90,6,0,6,30,200,90,630,63,1890,1890,1,0,0,0,0,2,0,0,10,0,10,0,20,20,200,41,0,165,0,41,165,206,41,81,41,0,123
"5","SC0",2024-11-30,"Motherwell","Hibernian",0,3,"A",0,2,"A",2.87,3.4,2.46,"0-2","0-3",7,3,17,8,0,0,0,0,3,4,10,14,3,7,24,"3-4","Y","Y","N",0,0,"2024-11-30-Motherwell-Hibernian","Grant Irvine",3,145,0,26,26,0,0,0,0,21,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"6","SC0",2024-12-04,"Dundee","Motherwell",4,1,"H",1,1,"D",2.04,3.49,3.65,"1-1","4-1",9,4,24,6,2,2,0,0,4,10,12,15,5,14,27,"4-10","Y","Y","Y",4,0,"2024-12-04-Dundee-Motherwell","John Beaton",5,223,14,19,14,40,400,200,560,70,3122,2800,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,108,0,139,0,108,139,247,29,61,29,0,137
"7","SC0",2024-12-07,"St Mirren","Motherwell",0,1,"A",0,0,"D",2.13,3.36,3.52,"0-0","0-1",11,6,9,4,3,3,1,0,7,2,16,15,1,9,31,"7-2","N","N","N",6,1,"2024-12-07-St Mirren-Motherwell","Dan McFarlane",1,94,0,94,94,85,1650,85,765,9,846,765,2,1,0,0,2,2,0,0,20,10,30,20,20,40,1200,196,0,178,0,196,178,374,34,32,32,0,87
"8","SC0",2024-12-14,"Motherwell","Dundee United",4,3,"H",3,1,"H",2.48,3.21,2.99,"3-1","4-3",12,6,17,9,2,3,0,0,2,3,8,16,7,5,24,"2-3","Y","Y","Y",5,0,"2024-12-14-Motherwell-Dundee United","Nick Walsh",7,289,1,54,1,50,600,350,250,35,1445,1750,1,2,0,0,1,1,0,0,10,20,30,10,10,20,600,120,0,96,0,120,96,216,45,3,3,1,155
"9","SC0",2024-12-14,"Motherwell","Dundee United",4,3,"H",3,1,"H",2.48,3.21,2.99,"3-1","4-3",12,6,17,9,2,3,0,0,2,3,8,16,7,5,24,"2-3","Y","Y","Y",5,0,"2024-12-14-Motherwell-Dundee United","Nick Walsh",3.75,179.5,14.125,40.75,35.5,34.375,406.25,114.375,376.875,42.5,1831.125,1166.875,1,0.625,0,0,0.625,1,0,0,10,6.25,16.25,6.25,10,16.25,287.5,81.25,0,86.75,0,81.25,86.75,168,30.5,36.625,26.375,0.25,111.5
