"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E1",2024-04-06,"QPR","Sheffield Weds",0,2,"A",0,0,"D",2.01,3.23,4.4,"0-0","0-2",16,1,7,4,3,3,0,0,5,2,13,10,2,7,23,"5-2","Y","N","N",6,0,"2024-04-06-QPR-Sheffield Weds","Graham Scott",2,1,1.5,155,60,900,120,420,14,1085,840,1,2,0,0,2,1,0,0,10,20,30,20,10,30,900,211,0,174,0,211,174,385,40,40,40,0,81
"2","E1",2024-04-09,"Plymouth","QPR",1,1,"D",0,0,"D",3.18,3.32,2.4,"0-0","1-1",13,5,14,4,0,2,0,0,10,4,12,12,2,14,24,"10-4","Y","N","N",2,0,"2024-04-09-Plymouth-QPR","Jeremy Simpson",2,0.5,1.6,73,20,0,40,280,28,1022,560,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,138,0,0,138,138,0,42,42,0,82
"3","E1",2024-04-13,"Hull","QPR",3,0,"H",2,0,"H",2.05,3.43,3.91,"2-0","3-0",7,5,11,3,2,1,0,0,4,4,12,17,3,8,29,"4-4","Y","Y","N",3,0,"2024-04-13-Hull-QPR","Tom Nield",3,0.6,1.4,87,30,200,90,240,24,696,720,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,153,0,36,0,153,36,189,75,36,36,0,84
"4","E1",2024-04-20,"QPR","Preston",1,0,"H",1,0,"H",1.89,3.58,4.39,"1-0","1-0",18,7,10,2,2,4,0,0,5,3,9,16,1,8,25,"5-3","N","N","N",6,0,"2024-04-20-QPR-Preston","Gavin Ward",1,1.8,0.6,20,60,800,60,480,8,160,480,1,0,0,0,1,4,0,0,10,0,10,10,40,50,500,123,0,289,0,123,289,412,36,58,36,0,69
"5","E1",2024-04-26,"QPR","Leeds",4,0,"H",2,0,"H",5.56,4.38,1.59,"2-0","4-0",11,5,15,5,1,2,0,0,7,8,9,14,4,15,23,"7-8","Y","Y","Y",3,0,"2024-04-26-QPR-Leeds","Darren Bond",4,0.7,1,189,30,200,120,450,60,2835,1800,0,2,0,0,1,0,0,0,0,20,20,10,0,10,200,64,0,57,0,64,57,121,64,16,16,0,120
"6","E1",2024-05-04,"Coventry","QPR",1,2,"A",0,2,"A",2.2,3.62,3.25,"0-2","1-2",19,6,7,4,2,3,0,0,10,5,13,11,3,15,24,"10-5","Y","Y","N",5,0,"2024-05-04-Coventry-QPR","Joshua Smith",3,1.8,0.5,156,50,600,150,750,45,2340,2250,1,1,0,0,1,2,0,0,10,10,20,10,20,30,600,113,0,166,0,113,166,279,40,22,22,0,115
"7","E1",2024-04-06,"Cardiff","Hull",1,3,"A",0,2,"A",3.25,3.29,2.37,"0-2","1-3",13,4,11,6,1,3,0,0,5,6,11,7,4,11,18,"5-6","Y","Y","Y",4,0,"2024-04-06-Cardiff-Hull","John Busby",4,0.6,1.6,192,40,300,160,440,44,2112,1760,0,0,0,0,1,3,0,0,0,0,0,10,30,40,0,72,0,223,0,72,223,295,72,62,62,0,113
"8","E1",2024-04-10,"Birmingham","Cardiff",0,1,"A",0,0,"D",1.93,3.66,4.12,"0-0","0-1",12,1,12,4,1,3,0,0,5,4,15,10,1,9,25,"5-4","N","N","N",4,0,"2024-04-10-Birmingham-Cardiff","Samuel Allison",1,0.6,1.1,65,40,300,40,360,9,585,360,0,0,0,0,1,3,0,0,0,0,0,10,30,40,0,54,0,178,0,54,178,232,54,47,47,0,62
"9","E1",2024-04-13,"Millwall","Cardiff",3,1,"H",2,1,"H",1.88,3.39,4.8,"2-1","3-1",15,7,7,4,3,1,0,0,6,4,10,7,4,10,17,"6-4","Y","Y","Y",4,0,"2024-04-13-Millwall-Cardiff","Will Finnie",4,1.3,0.4,175,40,300,160,400,40,1750,1600,0,0,0,0,3,1,0,0,0,0,0,30,10,40,0,254,0,69,0,254,69,323,69,69,69,0,110
"10","E1",2024-04-20,"Cardiff","Southampton",2,1,"H",0,1,"A",7.55,4.93,1.42,"0-1","2-1",12,7,21,8,1,3,0,0,4,5,12,8,3,9,20,"4-5","Y","Y","N",4,0,"2024-04-20-Cardiff-Southampton","Oliver Langford",3,1.6,2,176,40,300,120,360,27,1584,1080,0,1,0,0,1,2,0,0,0,10,10,10,20,30,300,82,0,215,0,82,215,297,82,43,43,0,92
"11","E1",2024-04-27,"Cardiff","Middlesbrough",1,4,"A",0,1,"A",3.77,3.56,2.02,"0-1","1-4",15,4,12,7,0,0,0,0,4,1,7,10,5,5,17,"4-1","Y","Y","Y",0,0,"2024-04-27-Cardiff-Middlesbrough","Jeremy Simpson",5,1.6,1.6,301,0,0,0,0,25,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"12","E1",2024-05-04,"Rotherham","Cardiff",5,2,"H",2,1,"H",3.44,3.4,2.2,"2-1","5-2",16,7,20,5,1,0,0,0,4,6,9,6,7,10,15,"4-6","Y","Y","Y",1,0,"2024-05-04-Rotherham-Cardiff","Andrew Davies",7,3.1,1.3,346,10,0,70,100,70,3460,700,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,60,0,0,0,60,0,60,60,0,60,1,150
"13","E1",2024-05-04,"Rotherham","Cardiff",5,2,"H",2,1,"H",3.44,3.4,2.2,"2-1","5-2",16,7,20,5,1,0,0,0,4,6,9,6,7,10,15,"4-6","Y","Y","Y",1,0,"2024-05-04-Rotherham-Cardiff","Andrew Davies",3.25,1.26666666666667,1.21666666666667,161.25,35,325,94.1666666666667,356.666666666667,32.8333333333333,1594.5,1012.5,0.25,0.666666666666667,0,0,1.16666666666667,1.41666666666667,0,0,2.5,6.66666666666667,9.16666666666667,11.6666666666667,14.1666666666667,25.8333333333333,233.333333333333,98.8333333333333,0,128.75,0,98.8333333333333,128.75,227.583333333333,49.3333333333333,36.25,39.4166666666667,0.0833333333333333,97.3333333333333
