"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E1",2024-09-14,"Oxford","Stoke",1,0,"H",0,0,"D",3.15,3.36,2.28,"0-0","1-0",14,8,9,1,0,1,0,0,4,6,5,6,1,10,11,"4-6","N","N","N",1,0,"2024-09-14-Oxford-Stoke","Dean Whitestone",1,1.2,0.5,48,48,0,48,10,0,10,100,10,480,100,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,79,0,0,79,79,0,79,79,0,50
"2","E1",2024-09-20,"Stoke","Hull",1,3,"A",1,0,"H",2.13,3.52,3.57,"1-0","1-3",14,2,13,3,3,2,0,0,2,5,12,10,4,7,22,"2-5","Y","Y","Y",5,0,"2024-09-20-Stoke-Hull","Ben Toner",4,1,1.8,233,30,63,30,50,600,200,350,28,1631,1400,0,0,0,0,3,2,0,0,0,0,0,30,20,50,0,235,0,174,0,235,174,409,63,85,63,1,116
"3","E1",2024-09-28,"Middlesbrough","Stoke",2,0,"H",1,0,"H",1.6,4.13,5.36,"1-0","2-0",26,9,7,1,4,7,0,0,7,2,10,17,2,9,27,"7-2","Y","N","N",11,0,"2024-09-28-Middlesbrough-Stoke","Stephen Martin",2,2.4,0.8,107,34,0,34,110,2800,220,990,18,963,1980,2,4,0,0,2,3,0,0,20,40,60,20,30,50,3000,211,0,329,0,211,329,540,43,11,11,0,112
"4","E1",2024-10-02,"Stoke","Portsmouth",6,1,"H",3,1,"H",1.83,3.7,4.21,"3-1","6-1",20,8,9,2,2,1,0,0,3,5,9,13,7,8,22,"3-5","Y","Y","Y",3,0,"2024-10-02-Stoke-Portsmouth","Tom Nield",7,2.5,1.3,283,13,29,13,30,200,210,240,56,2264,1680,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,128,0,26,0,128,26,154,55,26,26,1,154
"5","E1",2024-09-14,"Leeds","Burnley",0,1,"A",0,1,"A",1.71,3.82,4.76,"0-1","0-1",17,4,7,3,3,4,0,1,9,3,8,13,1,12,21,"9-3","N","N","N",7,1,"2024-09-14-Leeds-Burnley","James Bell",1,1.2,0.6,18,0,18,18,95,1950,95,1140,12,216,1140,1,3,0,0,2,2,0,0,10,30,40,20,20,40,1600,146,0,292,0,146,292,438,34,38,34,0,101
"6","E1",2024-09-21,"Burnley","Portsmouth",2,1,"H",0,1,"A",1.47,4.49,6.51,"0-1","2-1",18,4,5,2,2,2,0,0,4,2,15,4,3,6,19,"4-2","Y","Y","N",4,0,"2024-09-21-Burnley-Portsmouth","David Webb",3,1,1.4,199,63,42,42,40,400,120,240,18,1194,720,1,0,0,0,1,2,0,0,10,0,10,10,20,30,300,112,0,126,0,112,126,238,34,48,34,0,83
"7","E1",2024-09-28,"Oxford","Burnley",0,0,"D",0,0,"D",3.66,3.5,2.03,"0-0","0-0",3,1,14,1,1,2,0,0,2,6,8,13,0,8,21,"2-6","N","N","N",3,0,"2024-09-28-Oxford-Burnley","Robert Madley",0,0.1,1.5,0,0,0,0,30,200,0,240,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,71,0,123,0,71,123,194,71,53,53,0,39
"8","E1",2024-10-01,"Burnley","Plymouth",1,0,"H",1,0,"H",1.44,4.98,6.88,"1-0","1-0",11,3,7,0,1,0,0,0,7,1,14,8,1,8,22,"7-1","N","N","N",1,0,"2024-10-01-Burnley-Plymouth","Robert Madley",1,1.4,0.6,26,0,0,0,10,0,10,80,8,208,80,1,0,0,0,0,0,0,0,10,0,10,0,0,0,0,33,0,0,0,33,0,33,33,0,33,1,54
"9","E1",2024-10-01,"Burnley","Plymouth",1,0,"H",1,0,"H",1.44,4.98,6.88,"1-0","1-0",11,3,7,0,1,0,0,0,7,1,14,8,1,8,22,"7-1","N","N","N",1,0,"2024-10-01-Burnley-Plymouth","Robert Madley",2.375,1.35,1.0625,114.25,23.5,19,23.125,46.875,768.75,108.125,422.5,18.75,869.5,887.5,0.625,1,0,0,1.375,1.5,0,0,6.25,10,16.25,13.75,15,28.75,637.5,117,0,143.625,0,117,143.625,260.625,41.625,42.5,41.625,0.375,88.625
