"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E1",2024-04-06,"Norwich","Ipswich",1,0,"H",1,0,"H",2.78,3.6,2.53,"1-0","1-0",12,3,10,3,0,1,0,0,4,6,10,16,1,10,26,"4-6","N","N","N",1,0,"2024-04-06-Norwich-Ipswich","Matt Donohue",1,0.5,0.8,39,10,0,10,100,10,390,100,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,31,0,0,31,31,0,31,31,0,50
"2","E1",2024-04-09,"Sheffield Weds","Norwich",2,2,"D",0,2,"A",3.38,3.45,2.23,"0-2","2-2",11,5,13,6,2,1,0,0,10,3,15,9,4,13,24,"10-3","Y","Y","Y",3,0,"2024-04-09-Sheffield Weds-Norwich","Chris Kavanagh",4,1.5,1.6,190,30,200,120,390,52,2470,1560,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,157,0,38,0,157,38,195,76,38,38,0,114
"3","E1",2024-04-13,"Preston","Norwich",0,1,"A",0,0,"D",2.95,3.47,2.46,"0-0","0-1",12,2,15,5,3,1,0,0,5,6,11,9,1,11,20,"5-6","N","N","N",4,0,"2024-04-13-Preston-Norwich","Andrew Kitchen",1,0.9,0.5,86,40,300,40,440,11,946,440,1,1,0,0,2,0,0,0,10,10,20,20,0,20,400,187,0,38,0,187,38,225,35,38,35,0,68
"4","E1",2024-04-20,"Norwich","Bristol City",1,1,"D",0,0,"D",1.66,4.15,5.15,"0-0","1-1",10,3,13,5,1,2,0,0,8,5,13,9,2,13,22,"8-5","Y","N","N",3,0,"2024-04-20-Norwich-Bristol City","Samuel Barrott",2,1.3,1.7,113,30,200,60,390,26,1469,780,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,94,0,186,0,94,186,280,94,92,92,0,84
"5","E1",2024-04-27,"Norwich","Swansea",2,2,"D",2,1,"H",1.66,4.32,4.9,"2-1","2-2",27,8,13,6,3,2,0,0,12,6,13,7,4,18,20,"12-6","Y","Y","Y",5,0,"2024-04-27-Norwich-Swansea","James Linington",4,3,1.3,159,50,600,200,900,72,2862,3600,0,1,0,0,3,1,0,0,0,10,10,30,10,40,400,220,0,102,0,220,102,322,53,45,45,1,149
"6","E1",2024-05-04,"Birmingham","Norwich",1,0,"H",0,0,"D",2.38,3.89,2.81,"0-0","1-0",12,3,5,2,2,0,0,0,6,3,10,8,1,9,18,"6-3","N","N","N",2,0,"2024-05-04-Birmingham-Norwich","Oliver Langford",1,1.2,0.1,55,20,0,20,180,9,495,180,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,172,0,0,0,172,0,172,76,0,76,0,52
"7","E1",2024-04-06,"QPR","Sheffield Weds",0,2,"A",0,0,"D",2.01,3.23,4.4,"0-0","0-2",16,1,7,4,3,3,0,0,5,2,13,10,2,7,23,"5-2","Y","N","N",6,0,"2024-04-06-QPR-Sheffield Weds","Graham Scott",2,1,1.5,155,60,900,120,420,14,1085,840,1,2,0,0,2,1,0,0,10,20,30,20,10,30,900,211,0,174,0,211,174,385,40,40,40,0,81
"8","E1",2024-04-09,"Sheffield Weds","Norwich",2,2,"D",0,2,"A",3.38,3.45,2.23,"0-2","2-2",11,5,13,6,2,1,0,0,10,3,15,9,4,13,24,"10-3","Y","Y","Y",3,0,"2024-04-09-Sheffield Weds-Norwich","Chris Kavanagh",4,1.5,1.6,190,30,200,120,390,52,2470,1560,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,157,0,38,0,157,38,195,76,38,38,0,114
"9","E1",2024-04-13,"Sheffield Weds","Stoke",1,1,"D",0,0,"D",2.69,3.2,2.87,"0-0","1-1",15,5,8,2,1,4,0,0,8,1,9,20,2,9,29,"8-1","Y","N","N",5,0,"2024-04-13-Sheffield Weds-Stoke","Stephen Martin",2,1.5,0.6,144,50,400,100,450,18,1296,900,1,1,0,0,0,3,0,0,10,10,20,0,30,30,600,27,0,241,0,27,241,268,27,33,27,0,82
"10","E1",2024-04-21,"Blackburn","Sheffield Weds",1,3,"A",1,1,"D",2.09,3.54,3.68,"1-1","1-3",8,3,11,5,3,3,0,0,6,2,9,12,4,8,21,"6-2","Y","Y","Y",6,0,"2024-04-21-Blackburn-Sheffield Weds","Joshua Smith",4,1,1.7,73,60,900,240,480,32,584,1920,0,0,0,0,3,3,0,0,0,0,0,30,30,60,0,230,0,229,0,230,229,459,61,67,61,0,114
