"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E1",2024-04-09,"Preston","Huddersfield",4,1,"H",0,1,"A",2.62,3.2,2.95,"0-1","4-1",14,7,8,2,3,2,0,0,8,2,10,13,5,10,23,"8-2","Y","Y","Y",5,0,"2024-04-09-Preston-Huddersfield","Lewis Smith",5,2.4,0.7,357,50,600,250,500,50,3570,2500,2,1,0,0,1,1,0,0,20,10,30,10,10,20,600,117,0,78,0,117,78,195,21,26,21,1,140
"2","E1",2024-04-13,"Preston","Norwich",0,1,"A",0,0,"D",2.95,3.47,2.46,"0-0","0-1",12,2,15,5,3,1,0,0,5,6,11,9,1,11,20,"5-6","N","N","N",4,0,"2024-04-13-Preston-Norwich","Andrew Kitchen",1,0.9,0.5,86,40,300,40,440,11,946,440,1,1,0,0,2,0,0,0,10,10,20,20,0,20,400,187,0,38,0,187,38,225,35,38,35,0,68
"3","E1",2024-04-16,"Southampton","Preston",3,0,"H",3,0,"H",1.36,5.23,8.96,"3-0","3-0",23,6,1,1,0,2,0,0,5,0,7,12,3,5,19,"5-0","Y","Y","N",2,0,"2024-04-16-Southampton-Preston","Samuel Barrott",3,2.8,0.1,81,20,0,60,100,15,405,300,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,24,0,0,24,24,0,1,0,0,70
"4","E1",2024-04-20,"QPR","Preston",1,0,"H",1,0,"H",1.89,3.58,4.39,"1-0","1-0",18,7,10,2,2,4,0,0,5,3,9,16,1,8,25,"5-3","N","N","N",6,0,"2024-04-20-QPR-Preston","Gavin Ward",1,1.8,0.6,20,60,800,60,480,8,160,480,1,0,0,0,1,4,0,0,10,0,10,10,40,50,500,123,0,289,0,123,289,412,36,58,36,0,69
"5","E1",2024-04-29,"Preston","Leicester",0,3,"A",0,1,"A",6.65,4.7,1.47,"0-1","0-3",5,1,19,11,4,0,0,0,1,5,9,7,3,6,16,"1-5","Y","Y","N",4,0,"2024-04-29-Preston-Leicester","Samuel Allison",3,0.3,3.3,155,40,0,120,240,18,930,720,0,0,0,0,4,0,0,0,0,0,0,40,0,40,0,253,0,0,0,253,0,253,46,0,0,0,83
"6","E1",2024-05-04,"West Brom","Preston",3,0,"H",1,0,"H",1.47,4.39,7.27,"1-0","3-0",16,5,5,1,0,1,0,0,5,1,8,15,3,6,23,"5-1","Y","Y","N",1,0,"2024-05-04-West Brom-Preston","Steve Martin",3,2.9,0.2,176,10,0,30,60,18,1056,180,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,63,0,0,63,63,0,16,0,1,78
"7","E1",2024-04-06,"Sunderland","Bristol City",0,0,"D",0,0,"D",2.45,3.12,3.29,"0-0","0-0",20,7,8,2,1,1,0,0,4,4,12,10,0,8,22,"4-4","N","N","N",2,0,"2024-04-06-Sunderland-Bristol City","Leigh Doughty",0,1.6,0.8,0,20,100,0,160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,62,0,70,0,62,70,132,62,70,62,0,34
"8","E1",2024-04-10,"Bristol City","Blackburn",5,0,"H",2,0,"H",2.56,3.26,2.99,"2-0","5-0",15,7,9,4,0,2,0,0,6,8,7,15,5,14,22,"6-8","Y","Y","Y",2,0,"2024-04-10-Bristol City-Blackburn","Robert Madley",5,3.4,0.6,303,20,0,100,280,70,4242,1400,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,106,0,0,106,106,0,29,0,2,147
"9","E1",2024-04-13,"Bristol City","Huddersfield",1,1,"D",0,0,"D",2.32,3.32,3.32,"0-0","1-1",9,3,13,4,1,6,0,0,12,4,7,18,2,16,25,"12-4","Y","N","N",7,0,"2024-04-13-Bristol City-Huddersfield","Rebecca Welch",2,1.5,1.8,181,70,600,140,1120,32,2896,2240,0,3,0,0,1,3,0,0,0,30,30,10,30,40,1200,63,0,331,0,63,331,394,63,7,7,1,123
"10","E1",2024-04-20,"Norwich","Bristol City",1,1,"D",0,0,"D",1.66,4.15,5.15,"0-0","1-1",10,3,13,5,1,2,0,0,8,5,13,9,2,13,22,"8-5","Y","N","N",3,0,"2024-04-20-Norwich-Bristol City","Samuel Barrott",2,1.3,1.7,113,30,200,60,390,26,1469,780,0,0,0,0,1,2,0,0,0,0,0,10,20,30,0,94,0,186,0,94,186,280,94,92,92,0,84
"11","E1",2024-04-27,"Bristol City","Rotherham",2,0,"H",1,0,"H",1.37,4.94,8.96,"1-0","2-0",13,5,6,2,1,2,0,0,4,3,5,10,2,7,15,"4-3","Y","N","N",3,0,"2024-04-27-Bristol City-Rotherham","Charles Breakspear",2,2.1,0.4,89,30,200,60,210,14,623,420,0,1,0,0,1,1,0,0,0,10,10,10,10,20,200,83,0,98,0,83,98,181,83,31,31,1,76
"12","E1",2024-05-04,"Stoke","Bristol City",4,0,"H",3,0,"H",2.08,3.61,3.55,"3-0","4-0",20,7,7,2,0,0,0,0,5,6,11,5,4,11,16,"5-6","Y","Y","Y",0,0,"2024-05-04-Stoke-Bristol City","Samuel Barrott",4,2,1,166,0,0,0,0,44,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
"13","E1",2024-05-04,"Stoke","Bristol City",4,0,"H",3,0,"H",2.08,3.61,3.55,"3-0","4-0",20,7,7,2,0,0,0,0,5,6,11,5,4,11,16,"5-6","Y","Y","Y",0,0,"2024-05-04-Stoke-Bristol City","Samuel Barrott",2.58333333333333,1.91666666666667,0.975,143.916666666667,32.5,233.333333333333,76.6666666666667,331.666666666667,25.5,1510.25,788.333333333333,0.333333333333333,0.916666666666667,0,0,1,1.08333333333333,0,0,3.33333333333333,9.16666666666667,12.5,10,10.8333333333333,20.8333333333333,250,81.8333333333333,0,106.916666666667,0,81.8333333333333,106.916666666667,188.75,36.6666666666667,30.6666666666667,23.6666666666667,0.5,88.75
