"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Home_first_GoalTime","Away_first_GoalTime","match_First_GoalTime","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-10-04,"Karlsruhe","Darmstadt",3,3,"D",2,1,"H",1.68,4.29,4.81,"2-1","3-3",13,5,18,9,4,1,0,0,3,6,10,6,6,9,16,"3-6","Y","Y","Y",5,0,"2024-10-04-Karlsruhe-Darmstadt","Florian Lechner",6,1.5,2.7,259,11,15,11,50,400,300,450,54,2331,2700,1,0,0,0,3,1,0,0,10,0,10,30,10,40,400,228,0,87,0,228,87,315,6,87,6,0,142
"2","D2",2024-10-20,"Ulm","Karlsruhe",0,1,"A",0,0,"D",3.36,3.64,2.1,"0-0","0-1",11,2,16,3,3,3,0,0,5,12,5,6,1,17,11,"5-12","N","N","N",6,0,"2024-10-20-Ulm-Karlsruhe","Michael Bacher",1,0.9,1.5,94,0,94,94,60,900,60,1020,17,1598,1020,0,1,0,0,3,2,0,0,0,10,10,30,20,50,500,274,0,201,0,274,201,475,88,28,28,0,96
"3","D2",2024-10-26,"Karlsruhe","Hertha",1,3,"A",1,1,"D",2.1,4.08,3.15,"1-1","1-3",13,4,10,8,6,4,0,0,7,2,12,13,4,9,25,"7-2","Y","Y","Y",10,0,"2024-10-26-Karlsruhe-Hertha","Florian Heft",4,1.9,1.4,195,48,9,9,100,2400,400,900,36,1755,3600,1,1,0,0,5,3,0,0,10,10,20,50,30,80,1600,408,0,220,0,408,220,628,37,5,5,1,147
"4","D2",2024-11-02,"Hannover","Karlsruhe",2,1,"H",0,1,"A",1.99,3.73,3.57,"0-1","2-1",16,9,9,4,3,2,0,0,6,5,13,16,3,11,29,"6-5","Y","Y","N",5,0,"2024-11-02-Hannover-Karlsruhe","Richard Hempel",3,2.2,0.6,200,66,45,45,50,600,150,550,33,2200,1650,2,1,0,0,1,1,0,0,20,10,30,10,10,20,600,154,0,88,0,154,88,242,14,38,14,1,113
"5","D2",2024-10-05,"Nurnberg","Preußen Münster",3,2,"H",1,2,"A",2.49,3.6,2.79,"1-2","3-2",17,7,15,4,1,3,0,0,7,3,13,19,5,10,32,"7-3","Y","Y","Y",4,0,"2024-10-05-Nurnberg-Preußen Münster","Robert Kampka",5,1,1.3,197,8,16,8,40,300,200,400,50,1970,2000,0,0,0,0,1,3,0,0,0,0,0,10,30,40,0,86,0,228,0,86,228,314,86,58,58,0,125
"6","D2",2024-10-19,"Preußen Münster","Elversberg",1,1,"D",1,0,"H",2.39,3.81,2.72,"1-0","1-1",5,1,17,4,4,2,0,0,3,8,13,7,2,11,20,"3-8","Y","N","N",6,0,"2024-10-19-Preußen Münster-Elversberg","Wolfgang Haslberger",2,0.4,1.3,104,20,84,20,60,800,120,660,22,1144,1320,3,0,0,0,1,2,0,0,30,0,30,10,20,30,900,145,0,110,0,145,110,255,16,51,16,0,93
"7","D2",2024-10-27,"Braunschweig","Preußen Münster",1,1,"D",1,1,"D",2.08,3.66,3.4,"1-1","1-1",9,2,8,4,2,2,0,0,2,4,8,16,2,6,24,"2-4","Y","N","N",4,0,"2024-10-27-Braunschweig-Preußen Münster","Patrick Schwengers",2,0.5,0.4,31,15,16,15,40,400,80,240,12,186,480,0,0,0,0,2,2,0,0,0,0,0,20,20,40,0,171,0,177,0,171,177,348,75,82,75,0,68
"8","D2",2024-11-01,"Preußen Münster","Fortuna Dusseldorf",1,0,"H",1,0,"H",3.38,3.71,2.14,"1-0","1-0",6,4,11,2,0,2,0,0,3,11,9,10,1,14,19,"3-11","N","N","N",2,0,"2024-11-01-Preußen Münster-Fortuna Dusseldorf","Michael Bacher",1,1.1,1,26,26,0,26,20,0,20,280,14,364,280,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,133,0,0,133,133,0,64,64,0,67
"9","D2",2024-11-01,"Preußen Münster","Fortuna Dusseldorf",1,0,"H",1,0,"H",3.38,3.71,2.14,"1-0","1-0",6,4,11,2,0,2,0,0,3,11,9,10,1,14,19,"3-11","N","N","N",2,0,"2024-11-01-Preußen Münster-Fortuna Dusseldorf","Michael Bacher",3,1.1875,1.275,138.25,24.25,34.875,28.5,52.5,725,166.25,562.5,29.75,1443.5,1631.25,0.875,0.375,0,0,2,2,0,0,8.75,3.75,12.5,20,20,40,500,183.25,0,155.5,0,183.25,155.5,338.75,40.25,51.625,33.25,0.25,106.375
