"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-04-14,"St Pauli","Elversberg",3,4,"A",1,0,"H",1.47,4.8,6.68,"1-0","3-4",19,8,14,10,4,2,0,0,5,1,12,8,7,6,20,"5-1","Y","Y","Y",6,0,"2024-04-14-St Pauli-Elversberg","Tobias Reichel",7,2.2,2.7,485,60,800,420,360,42,2910,2520,0,1,0,0,4,1,0,0,0,10,10,40,10,50,500,319,0,115,0,319,115,434,66,29,29,0,153
"2","D2",2024-04-19,"Elversberg","Schalke 04",1,1,"D",1,0,"H",2.63,3.57,2.68,"1-0","1-1",14,5,15,5,0,0,0,0,3,7,8,13,2,10,21,"3-7","Y","N","N",0,0,"2024-04-19-Elversberg-Schalke 04","Patrick Schwengers",2,2,1.2,76,0,0,0,0,20,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"3","D2",2024-04-27,"Paderborn","Elversberg",3,1,"H",0,0,"D",1.94,4.09,3.62,"0-0","3-1",16,5,9,2,1,4,0,0,5,1,3,12,4,6,15,"5-1","Y","Y","Y",5,0,"2024-04-27-Paderborn-Elversberg","Wolfgang Haslberger",4,2.2,1.7,241,50,400,200,300,24,1446,1200,0,0,0,0,1,4,0,0,0,0,0,10,40,50,0,66,0,265,0,66,265,331,66,56,56,2,123
"4","D2",2024-05-05,"Elversberg","Hertha",4,2,"H",1,1,"D",2.56,3.78,2.65,"1-1","4-2",16,9,19,7,2,1,0,0,7,5,3,12,6,12,15,"7-5","Y","Y","Y",3,0,"2024-05-05-Elversberg-Hertha","Florian Lechner",6,2.7,2.5,313,30,200,180,360,72,3756,2160,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,169,0,84,0,169,84,253,81,84,81,0,141
"5","D2",2024-05-11,"Nurnberg","Elversberg",3,0,"H",1,0,"H",2.73,3.62,2.56,"1-0","3-0",13,6,4,1,2,2,0,0,4,4,9,8,3,8,17,"4-4","Y","Y","N",4,0,"2024-05-11-Nurnberg-Elversberg","Max Burda",3,2,0.2,159,40,400,120,320,24,1272,960,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,98,0,86,0,98,86,184,40,8,8,1,99
"6","D2",2024-05-19,"Elversberg","Karlsruhe",0,3,"A",0,0,"D",2.8,3.91,2.23,"0-0","0-3",10,6,20,7,1,0,0,0,2,5,7,8,3,7,15,"2-5","Y","Y","N",1,0,"2024-05-19-Elversberg-Karlsruhe","Florian Exner",3,0.7,2.4,187,10,0,30,70,21,1309,210,1,0,0,0,0,0,0,0,10,0,10,0,0,0,0,31,0,0,0,31,0,31,31,0,0,0,71
"7","D2",2024-04-13,"Schalke 04","Nurnberg",2,0,"H",1,0,"H",1.68,4.1,5.08,"1-0","2-0",19,7,17,7,4,4,0,0,7,6,12,14,2,13,26,"7-6","Y","N","N",8,0,"2024-04-13-Schalke 04-Nurnberg","Marco Fritz",2,2,1.1,184,80,1600,160,1040,26,2392,2080,2,2,0,0,2,1,0,0,20,20,40,20,10,30,1200,226,0,121,0,226,121,347,44,13,13,1,119
"8","D2",2024-04-19,"Elversberg","Schalke 04",1,1,"D",1,0,"H",2.63,3.57,2.68,"1-0","1-1",14,5,15,5,0,0,0,0,3,7,8,13,2,10,21,"3-7","Y","N","N",0,0,"2024-04-19-Elversberg-Schalke 04","Patrick Schwengers",2,2,1.2,76,0,0,0,0,20,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"9","D2",2024-04-27,"Schalke 04","Fortuna Dusseldorf",1,1,"D",0,0,"D",2.94,3.6,2.41,"0-0","1-1",15,3,14,6,4,2,0,0,4,4,14,7,2,8,21,"4-4","Y","N","N",6,0,"2024-04-27-Schalke 04-Fortuna Dusseldorf","Harm Osmers",2,0.7,1.3,122,60,800,120,480,16,976,960,0,1,0,0,4,1,0,0,0,10,10,40,10,50,500,342,0,134,0,342,134,476,65,41,41,0,84
"10","D2",2024-05-07,"Osnabruck","Schalke 04",0,4,"A",0,2,"A",4.1,3.62,1.94,"0-2","0-4",14,4,22,9,1,1,0,0,2,5,7,20,4,7,27,"2-5","Y","Y","Y",2,0,"2024-05-07-Osnabruck-Schalke 04","Michael Bacher",4,0.8,2.8,147,20,100,80,140,28,1029,560,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,56,0,66,0,56,66,122,56,66,56,0,91
