"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-04-14,"Magdeburg","Hamburg",2,2,"D",2,0,"H",3.13,3.89,2.19,"2-0","2-2",14,8,23,8,2,0,0,1,3,9,12,12,4,12,24,"3-9","Y","Y","Y",2,1,"2024-04-14-Magdeburg-Hamburg","Robert Kampka",4,2.7,2.4,240,45,500,180,540,48,2880,2160,1,0,0,1,1,0,0,0,10,25,35,10,0,10,350,118,0,0,48,118,48,166,46,0,0,2,141
"2","D2",2024-04-20,"Hamburg","Holstein Kiel",0,1,"A",0,0,"D",2.08,3.94,3.34,"0-0","0-1",21,4,12,3,1,2,0,1,13,4,12,8,1,17,20,"13-4","N","N","N",3,1,"2024-04-20-Hamburg-Holstein Kiel","Sascha Stegemann",1,1.5,0.9,59,55,450,55,935,17,1003,935,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,67,0,72,0,67,72,139,67,72,67,0,96
"3","D2",2024-04-27,"Braunschweig","Hamburg",0,4,"A",0,2,"A",3.24,3.65,2.22,"0-2","0-4",5,2,17,6,0,1,0,0,1,6,8,10,4,7,18,"1-6","Y","Y","Y",1,0,"2024-04-27-Braunschweig-Hamburg","Daniel Siebert",4,0.4,3.3,184,10,0,40,70,28,1288,280,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,33,0,0,33,33,0,33,0,0,86
"4","D2",2024-05-03,"Hamburg","St Pauli",1,0,"H",0,0,"D",2.25,3.77,3.08,"0-0","1-0",15,6,14,4,2,3,0,1,5,1,15,11,1,6,26,"5-1","N","N","N",5,1,"2024-05-03-Hamburg-St Pauli","Matthias Jöllenbeck",1,1.7,1.4,182,75,1100,75,450,6,1092,450,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,105,0,128,0,105,128,233,39,49,39,1,83
"5","D2",2024-05-10,"Paderborn","Hamburg",1,0,"H",1,0,"H",3.48,4.59,1.88,"1-0","1-0",15,3,10,2,3,2,0,0,4,9,10,10,1,13,20,"4-9","N","N","N",5,0,"2024-05-10-Paderborn-Hamburg","Frank Willenborg",1,1.1,0.5,7,50,600,50,650,13,91,650,2,1,0,0,1,1,0,0,20,10,30,10,10,20,600,140,0,97,0,140,97,237,32,47,32,0,79
"6","D2",2024-05-19,"Hamburg","Nurnberg",4,1,"H",3,1,"H",1.31,5.57,7.57,"3-1","4-1",12,5,16,2,2,2,0,0,4,6,13,11,5,10,24,"4-6","Y","Y","Y",4,0,"2024-05-19-Hamburg-Nurnberg","Aarne Aarnink",5,3.7,1.4,167,40,400,200,400,50,1670,2000,0,0,0,0,2,2,0,0,0,0,0,20,20,40,0,123,0,176,0,123,176,299,51,80,51,1,135
"7","D2",2024-04-12,"Hertha","Hansa Rostock",4,0,"H",2,0,"H",1.75,4.14,4.45,"2-0","4-0",16,8,12,3,1,2,0,0,5,1,8,12,4,6,20,"5-1","Y","Y","Y",3,0,"2024-04-12-Hertha-Hansa Rostock","Robin Braun",4,3.9,1.1,194,30,200,120,180,24,1164,720,1,0,0,0,0,2,0,0,10,0,10,0,20,20,200,46,0,145,0,46,145,191,46,63,46,1,103
"8","D2",2024-04-21,"Karlsruhe","Hertha",3,2,"H",2,1,"H",1.95,3.94,3.7,"2-1","3-2",9,5,18,7,3,0,0,0,3,7,14,12,5,10,26,"3-7","Y","Y","Y",3,0,"2024-04-21-Karlsruhe-Hertha","Bastian Dankert",5,0.6,2.5,248,30,0,150,300,50,2480,1500,0,0,0,0,3,0,0,0,0,0,0,30,0,30,0,216,0,0,0,216,0,216,58,0,0,1,130
"9","D2",2024-04-26,"Hertha","Hannover",1,1,"D",1,0,"H",2.27,3.72,3.08,"1-0","1-1",7,2,15,4,0,1,0,0,2,10,9,10,2,12,19,"2-10","Y","N","N",1,0,"2024-04-26-Hertha-Hannover","Timo Gerach",2,0.4,1,105,10,0,20,120,24,1260,240,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,57,0,0,57,57,0,57,0,0,71
"10","D2",2024-05-05,"Elversberg","Hertha",4,2,"H",1,1,"D",2.56,3.78,2.65,"1-1","4-2",16,9,19,7,2,1,0,0,7,5,3,12,6,12,15,"7-5","Y","Y","Y",3,0,"2024-05-05-Elversberg-Hertha","Florian Lechner",6,2.7,2.5,313,30,200,180,360,72,3756,2160,0,0,0,0,2,1,0,0,0,0,0,20,10,30,0,169,0,84,0,169,84,253,81,84,81,0,141
