"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-04-13,"Schalke 04","Nurnberg",2,0,"H",1,0,"H",1.68,4.1,5.08,"1-0","2-0",19,7,17,7,4,4,0,0,7,6,12,14,2,13,26,"7-6","Y","N","N",8,0,"2024-04-13-Schalke 04-Nurnberg","Marco Fritz",2,2,1.1,184,80,1600,160,1040,26,2392,2080,2,2,0,0,2,1,0,0,20,20,40,20,10,30,1200,226,0,121,0,226,121,347,44,13,13,1,119
"2","D2",2024-04-19,"Nurnberg","Paderborn",0,2,"A",0,1,"A",3.18,3.71,2.22,"0-1","0-2",16,6,12,5,2,4,0,0,8,5,10,13,2,13,23,"8-5","Y","N","N",6,0,"2024-04-19-Nurnberg-Paderborn","Florian Exner",2,2,1.5,126,60,800,120,780,26,1638,1560,0,1,0,0,3,3,0,0,0,10,10,30,30,60,600,278,0,244,0,278,244,522,80,17,17,1,109
"3","D2",2024-04-28,"Nurnberg","Karlsruhe",0,1,"A",0,1,"A",3.27,3.83,2.14,"0-1","0-1",8,3,20,4,2,0,0,0,3,8,10,11,1,11,21,"3-8","N","N","N",2,0,"2024-04-28-Nurnberg-Karlsruhe","Lukas Benen",1,1.1,1.6,37,20,0,20,220,11,407,220,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,119,0,0,0,119,0,119,57,0,0,0,58
"4","D2",2024-05-03,"Fortuna Dusseldorf","Nurnberg",3,1,"H",2,0,"H",1.36,5.53,8.01,"2-0","3-1",35,10,15,4,0,2,0,0,5,7,11,9,4,12,20,"5-7","Y","Y","Y",2,0,"2024-05-03-Fortuna Dusseldorf-Nurnberg","Martin Petersen",4,2.6,0.4,207,20,0,80,240,48,2484,960,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,108,0,0,108,108,0,46,0,0,106
"5","D2",2024-05-11,"Nurnberg","Elversberg",3,0,"H",1,0,"H",2.73,3.62,2.56,"1-0","3-0",13,6,4,1,2,2,0,0,4,4,9,8,3,8,17,"4-4","Y","Y","N",4,0,"2024-05-11-Nurnberg-Elversberg","Max Burda",3,2,0.2,159,40,400,120,320,24,1272,960,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,98,0,86,0,98,86,184,40,8,8,1,99
"6","D2",2024-05-19,"Hamburg","Nurnberg",4,1,"H",3,1,"H",1.31,5.57,7.57,"3-1","4-1",12,5,16,2,2,2,0,0,4,6,13,11,5,10,24,"4-6","Y","Y","Y",4,0,"2024-05-19-Hamburg-Nurnberg","Aarne Aarnink",5,3.7,1.4,167,40,400,200,400,50,1670,2000,0,0,0,0,2,2,0,0,0,0,0,20,20,40,0,123,0,176,0,123,176,299,51,80,51,1,135
"7","D2",2024-04-14,"Braunschweig","Hannover",0,0,"D",0,0,"D",2.85,3.32,2.62,"0-0","0-0",9,4,14,6,2,0,0,0,5,5,8,5,0,10,13,"5-5","N","N","N",2,0,"2024-04-14-Braunschweig-Hannover","Sven Jablonski",0,0.4,1.2,0,20,0,0,200,0,0,0,1,0,0,0,1,0,0,0,10,0,10,10,0,10,100,95,0,0,0,95,0,95,44,0,0,0,40
"8","D2",2024-04-21,"Hannover","St Pauli",1,2,"A",1,1,"D",3.11,3.42,2.38,"1-1","1-2",17,10,8,5,0,3,0,0,7,4,10,12,3,11,22,"7-4","Y","Y","N",3,0,"2024-04-21-Hannover-St Pauli","Deniz Aytekin",3,1.3,0.7,151,30,0,90,330,33,1661,990,0,0,0,0,0,3,0,0,0,0,0,0,30,30,0,0,0,229,0,0,229,229,0,59,0,0,93
"9","D2",2024-04-26,"Hertha","Hannover",1,1,"D",1,0,"H",2.27,3.72,3.08,"1-0","1-1",7,2,15,4,0,1,0,0,2,10,9,10,2,12,19,"2-10","Y","N","N",1,0,"2024-04-26-Hertha-Hannover","Timo Gerach",2,0.4,1,105,10,0,20,120,24,1260,240,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,57,0,0,57,57,0,57,0,0,71
"10","D2",2024-05-05,"Hannover","Paderborn",3,2,"H",3,2,"H",2.13,3.85,3.27,"3-2","3-2",19,6,19,10,2,3,0,0,5,4,16,7,5,9,23,"5-4","Y","Y","Y",5,0,"2024-05-05-Hannover-Paderborn","Robert Kampka",5,3.3,2.4,101,50,600,250,450,45,909,2250,0,1,0,0,2,2,0,0,0,10,10,20,20,40,400,120,0,193,0,120,193,313,50,34,34,0,127
"11","D2",2024-05-12,"Karlsruhe","Hannover",1,2,"A",1,1,"D",2.03,3.92,3.48,"1-1","1-2",17,7,14,4,6,2,0,0,8,6,16,13,3,14,29,"8-6","Y","Y","N",8,0,"2024-05-12-Karlsruhe-Hannover","Nicolas Winter",3,2,1.6,127,80,1200,240,1120,42,1778,3360,2,1,0,0,4,1,0,0,20,10,30,40,10,50,1500,387,0,123,0,387,123,510,32,29,29,0,127
