"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-04-13,"Wehen","Fortuna Dusseldorf",0,2,"A",0,1,"A",3.87,3.84,1.93,"0-1","0-2",5,1,11,4,2,2,1,0,2,6,6,9,2,8,15,"2-6","Y","N","N",4,1,"2024-04-13-Wehen-Fortuna Dusseldorf","Timo Gerach",2,0.4,1.4,77,65,900,130,520,16,616,1040,0,2,1,0,2,0,0,0,25,20,45,20,0,20,900,136,70,41,0,206,41,247,66,15,15,0,89
"2","D2",2024-04-20,"Fortuna Dusseldorf","Greuther Furth",1,0,"H",0,0,"D",1.6,4.42,5.37,"0-0","1-0",9,4,12,4,1,2,0,0,3,4,12,11,1,7,23,"3-4","N","N","N",3,0,"2024-04-20-Fortuna Dusseldorf-Greuther Furth","Florian Heft",1,0.8,0.9,69,30,200,30,210,7,483,210,1,1,0,0,0,1,0,0,10,10,20,0,10,10,200,13,0,107,0,13,107,120,13,29,13,0,51
"3","D2",2024-04-27,"Schalke 04","Fortuna Dusseldorf",1,1,"D",0,0,"D",2.94,3.6,2.41,"0-0","1-1",15,3,14,6,4,2,0,0,4,4,14,7,2,8,21,"4-4","Y","N","N",6,0,"2024-04-27-Schalke 04-Fortuna Dusseldorf","Harm Osmers",2,0.7,1.3,122,60,800,120,480,16,976,960,0,1,0,0,4,1,0,0,0,10,10,40,10,50,500,342,0,134,0,342,134,476,65,41,41,0,84
"4","D2",2024-05-03,"Fortuna Dusseldorf","Nurnberg",3,1,"H",2,0,"H",1.36,5.53,8.01,"2-0","3-1",35,10,15,4,0,2,0,0,5,7,11,9,4,12,20,"5-7","Y","Y","Y",2,0,"2024-05-03-Fortuna Dusseldorf-Nurnberg","Martin Petersen",4,2.6,0.4,207,20,0,80,240,48,2484,960,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,108,0,0,108,108,0,46,46,0,106
"5","D2",2024-05-11,"Holstein Kiel","Fortuna Dusseldorf",1,1,"D",1,0,"H",2.55,3.44,2.86,"1-0","1-1",8,2,19,6,1,3,0,0,2,13,12,7,2,15,19,"2-13","Y","N","N",4,0,"2024-05-11-Holstein Kiel-Fortuna Dusseldorf","Sven Jablonski",2,1.4,2.1,72,40,300,80,600,30,1080,1200,1,0,0,0,0,3,0,0,10,0,10,0,30,30,300,42,0,261,0,42,261,303,42,73,42,1,105
"6","D2",2024-05-19,"Fortuna Dusseldorf","Magdeburg",3,2,"H",2,1,"H",1.81,4.7,3.32,"2-1","3-2",18,7,11,8,4,2,0,0,6,11,8,8,5,17,16,"6-11","Y","Y","Y",6,0,"2024-05-19-Fortuna Dusseldorf-Magdeburg","Timo Gerach",5,2.2,1.4,192,60,800,300,1020,85,3264,5100,2,0,0,0,2,2,0,0,20,0,20,20,20,40,800,233,0,179,0,233,179,412,26,84,26,0,156
"7","D2",2024-04-14,"Magdeburg","Hamburg",2,2,"D",2,0,"H",3.13,3.89,2.19,"2-0","2-2",14,8,23,8,2,0,0,1,3,9,12,12,4,12,24,"3-9","Y","Y","Y",2,1,"2024-04-14-Magdeburg-Hamburg","Robert Kampka",4,2.7,2.4,240,45,500,180,540,48,2880,2160,1,0,0,1,1,0,0,0,10,25,35,10,0,10,350,118,0,0,48,118,48,166,46,0,46,2,141
"8","D2",2024-04-20,"Hamburg","Holstein Kiel",0,1,"A",0,0,"D",2.08,3.94,3.34,"0-0","0-1",21,4,12,3,1,2,0,1,13,4,12,8,1,17,20,"13-4","N","N","N",3,1,"2024-04-20-Hamburg-Holstein Kiel","Sascha Stegemann",1,1.5,0.9,59,55,450,55,935,17,1003,935,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,67,0,72,0,67,72,139,67,72,67,0,96
"9","D2",2024-04-27,"Braunschweig","Hamburg",0,4,"A",0,2,"A",3.24,3.65,2.22,"0-2","0-4",5,2,17,6,0,1,0,0,1,6,8,10,4,7,18,"1-6","Y","Y","Y",1,0,"2024-04-27-Braunschweig-Hamburg","Daniel Siebert",4,0.4,3.3,184,10,0,40,70,28,1288,280,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,33,0,0,33,33,0,33,33,0,86
"10","D2",2024-05-03,"Hamburg","St Pauli",1,0,"H",0,0,"D",2.25,3.77,3.08,"0-0","1-0",15,6,14,4,2,3,0,1,5,1,15,11,1,6,26,"5-1","N","N","N",5,1,"2024-05-03-Hamburg-St Pauli","Matthias Jöllenbeck",1,1.7,1.4,182,75,1100,75,450,6,1092,450,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,105,0,128,0,105,128,233,39,49,39,1,83
